Education;Income;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;Customer_for;Spent;Dependents;Partner;TotalAcceptedCmp;TotalPurchases
Basic;9722.0;7;6.0;17.0;16.0;6.0;16.0;42.0;4;3;1;3;8;0;0;0;0;0;0;1;41;34;103.0;1;1;0;7
Graduate;38175.0;6;70.0;6.0;69.0;2.0;3.0;3.0;3;3;1;4;7;0;0;0;0;0;0;0;30;14;153.0;1;1;0;8
Graduate;58656.0;25;962.0;12.0;194.0;16.0;24.0;12.0;4;7;8;13;6;0;0;1;0;0;0;0;58;26;1220.0;1;1;1;28
Undergraduate;52117.0;55;112.0;10.0;107.0;30.0;0.0;20.0;2;5;2;4;7;0;0;0;0;0;0;0;49;28;279.0;1;1;0;11
Undergraduate;64813.0;81;293.0;0.0;124.0;179.0;97.0;52.0;1;7;2;10;5;0;0;0;0;0;0;0;36;10;745.0;1;1;0;19
Graduate;54222.0;98;199.0;12.0;31.0;3.0;12.0;7.0;1;3;3;5;3;0;0;0;0;0;0;0;41;11;264.0;1;1;0;11
Undergraduate;83512.0;31;1060.0;61.0;835.0;80.0;20.0;101.0;1;4;7;10;1;1;0;1;1;1;0;1;28;5;2157.0;0;1;4;21
Graduate;77520.0;30;940.0;44.0;396.0;0.0;88.0;58.0;1;8;7;7;4;1;0;1;1;0;0;1;55;15;1526.0;1;1;3;22
Undergraduate;41154.0;98;44.0;2.0;11.0;2.0;3.0;7.0;1;1;0;4;5;0;0;0;0;0;0;0;36;15;69.0;1;1;0;5
Undergraduate;80398.0;92;342.0;51.0;936.0;207.0;35.0;26.0;1;5;8;12;3;0;0;1;0;0;0;0;48;26;1597.0;0;1;1;25
Basic;18746.0;41;2.0;10.0;11.0;12.0;9.0;20.0;2;3;0;3;6;0;0;0;0;0;0;0;22;6;64.0;1;0;0;6
Undergraduate;35196.0;68;75.0;12.0;141.0;43.0;39.0;187.0;6;6;1;5;8;0;0;0;0;0;0;0;30;25;497.0;1;1;0;12
Undergraduate;60230.0;78;520.0;20.0;367.0;39.0;81.0;40.0;2;6;3;6;5;0;0;0;0;0;0;0;58;18;1067.0;1;0;0;15
Undergraduate;22108.0;46;5.0;3.0;9.0;6.0;2.0;6.0;2;2;0;3;7;0;0;0;0;0;0;0;37;4;31.0;2;1;0;5
Undergraduate;44392.0;71;87.0;5.0;71.0;7.0;12.0;29.0;5;4;1;4;7;0;0;0;0;0;0;0;40;19;211.0;2;1;0;9
Graduate;55424.0;6;462.0;61.0;184.0;10.0;53.0;107.0;4;7;5;9;6;1;0;0;0;0;0;1;38;24;877.0;1;1;1;21
Undergraduate;17688.0;82;2.0;2.0;1.0;3.0;1.0;2.0;1;1;0;2;8;0;0;0;0;0;1;0;35;23;11.0;1;1;0;3
Graduate;92491.0;71;979.0;44.0;935.0;29.0;25.0;22.0;1;7;5;12;3;0;1;1;1;0;0;1;31;23;2034.0;0;1;3;24
Undergraduate;90273.0;32;704.0;129.0;853.0;120.0;74.0;111.0;1;5;6;7;2;0;1;1;1;0;0;1;23;11;1991.0;0;0;3;18
Graduate;82571.0;28;861.0;31.0;558.0;62.0;95.0;79.0;0;6;5;13;2;0;0;1;0;0;0;0;52;10;1686.0;0;0;1;24
Graduate;38513.0;20;172.0;3.0;115.0;16.0;0.0;18.0;5;6;1;5;8;0;0;0;0;0;0;1;32;10;324.0;1;0;0;12
Graduate;16653.0;10;5.0;7.0;31.0;15.0;4.0;7.0;3;2;1;3;6;0;0;0;0;0;0;1;35;7;69.0;1;0;0;6
Undergraduate;42586.0;7;194.0;2.0;56.0;0.0;0.0;0.0;5;4;1;6;8;0;0;0;0;0;0;1;59;25;252.0;2;1;0;11
Basic;23529.0;67;9.0;7.0;13.0;3.0;2.0;20.0;1;1;1;2;6;0;0;0;0;0;0;0;49;17;54.0;1;0;0;4
Graduate;74881.0;48;505.0;72.0;270.0;36.0;27.0;54.0;4;9;2;12;5;0;0;0;0;0;0;0;53;16;964.0;2;1;0;23
Undergraduate;71107.0;61;533.0;10.0;217.0;198.0;174.0;195.0;2;7;6;13;4;0;0;0;0;0;0;0;63;21;1327.0;1;1;0;26
Graduate;46910.0;36;48.0;0.0;14.0;0.0;0.0;6.0;2;2;0;3;6;0;0;0;0;0;0;0;50;8;68.0;2;1;0;5
Undergraduate;18690.0;77;6.0;1.0;7.0;23.0;4.0;19.0;1;1;1;2;8;0;0;0;0;0;0;0;55;23;60.0;0;1;0;4
Undergraduate;37244.0;90;18.0;2.0;10.0;0.0;0.0;25.0;1;1;1;2;7;1;0;0;0;0;0;0;59;19;55.0;2;0;1;4
Undergraduate;82427.0;35;482.0;147.0;509.0;104.0;107.0;107.0;1;3;5;12;1;0;0;1;0;0;0;0;48;0;1456.0;0;1;1;20
Undergraduate;75342.0;38;204.0;97.0;97.0;21.0;118.0;26.0;1;5;2;10;4;0;0;0;0;0;0;0;56;18;563.0;1;0;0;17
Undergraduate;70044.0;46;1073.0;0.0;250.0;153.0;14.0;14.0;4;7;10;5;5;0;0;0;0;0;0;0;60;21;1504.0;1;0;0;22
Undergraduate;79146.0;33;245.0;16.0;223.0;21.0;43.0;16.0;2;8;1;8;6;0;0;0;0;0;0;0;47;7;564.0;2;0;0;17
Undergraduate;77437.0;70;560.0;21.0;442.0;29.0;44.0;29.0;1;4;5;13;1;0;0;1;0;0;0;0;51;12;1125.0;0;1;1;22
Undergraduate;54984.0;51;173.0;13.0;131.0;32.0;3.0;6.0;4;6;1;6;7;0;0;0;1;0;0;0;55;6;358.0;1;1;1;13
Graduate;42403.0;18;22.0;1.0;11.0;0.0;5.0;3.0;1;1;0;3;8;0;0;0;0;0;0;0;43;12;42.0;1;1;0;4
Undergraduate;55761.0;97;136.0;1.0;12.0;0.0;3.0;32.0;2;4;1;3;6;0;1;0;0;0;0;0;50;7;184.0;1;1;1;8
Undergraduate;37292.0;32;275.0;0.0;86.0;10.0;23.0;66.0;5;6;3;5;8;0;0;0;0;0;0;0;31;19;460.0;1;1;0;14
Graduate;45576.0;9;56.0;19.0;29.0;2.0;14.0;25.0;1;3;1;3;8;0;0;0;0;0;0;1;69;6;145.0;0;0;0;7
Undergraduate;70321.0;6;303.0;23.0;751.0;82.0;26.0;191.0;1;6;5;13;4;0;0;0;0;0;0;1;67;22;1376.0;0;1;0;24
Graduate;58086.0;80;708.0;7.0;62.0;0.0;0.0;15.0;2;11;3;7;8;0;0;0;0;0;0;0;45;22;792.0;1;0;0;21
Undergraduate;81795.0;74;324.0;132.0;693.0;27.0;118.0;88.0;1;4;11;7;2;0;0;0;0;0;0;0;62;25;1382.0;0;1;0;22
Basic;28389.0;49;1.0;5.0;3.0;7.0;4.0;8.0;1;1;0;2;7;0;0;0;0;0;0;0;67;24;28.0;0;1;0;3
Graduate;66835.0;21;620.0;26.0;195.0;34.0;17.0;141.0;1;6;4;13;2;0;0;0;0;0;0;0;68;14;1033.0;0;1;0;23
Undergraduate;69901.0;95;312.0;21.0;206.0;102.0;92.0;149.0;3;7;3;10;5;0;0;0;0;0;0;0;45;18;882.0;1;0;0;20
Graduate;80360.0;56;1493.0;86.0;454.0;112.0;43.0;43.0;2;4;4;5;2;0;1;1;1;0;0;0;65;21;2231.0;0;1;3;13
Graduate;63342.0;48;918.0;21.0;118.0;13.0;10.0;21.0;3;8;3;5;6;0;1;0;0;0;0;1;53;26;1101.0;1;1;1;16
Undergraduate;44989.0;26;98.0;0.0;106.0;49.0;10.0;106.0;5;5;1;5;6;0;0;0;0;0;0;0;40;24;369.0;1;1;0;11
Undergraduate;31859.0;3;3.0;4.0;7.0;15.0;8.0;11.0;1;1;0;3;7;0;0;0;0;0;0;0;34;9;48.0;1;0;0;4
Graduate;51569.0;39;380.0;0.0;47.0;6.0;0.0;34.0;4;7;1;7;8;0;1;0;0;0;0;1;65;12;467.0;1;0;1;15
Undergraduate;30372.0;33;15.0;0.0;12.0;7.0;3.0;7.0;3;2;0;3;7;0;0;0;0;0;0;0;43;23;44.0;2;0;0;5
Basic;16014.0;42;3.0;9.0;4.0;7.0;8.0;7.0;4;1;1;4;3;0;0;0;0;0;0;0;35;20;38.0;2;0;0;6
Undergraduate;41120.0;80;24.0;2.0;23.0;0.0;8.0;24.0;3;2;1;3;6;0;0;0;0;0;0;0;46;18;81.0;2;1;0;6
Graduate;39763.0;9;80.0;1.0;60.0;4.0;6.0;16.0;2;5;1;2;9;0;0;0;0;0;0;1;43;20;167.0;1;0;0;8
Graduate;38725.0;52;31.0;0.0;6.0;2.0;1.0;5.0;2;1;0;4;4;0;0;0;0;0;0;0;59;2;45.0;2;1;0;5
Undergraduate;77981.0;78;138.0;120.0;204.0;16.0;126.0;60.0;3;7;4;7;5;0;0;0;0;0;0;0;42;18;664.0;1;1;0;18
Undergraduate;62905.0;68;166.0;75.0;96.0;119.0;107.0;59.0;3;7;2;8;4;0;0;0;0;0;0;0;50;14;622.0;1;1;0;17
Undergraduate;13533.0;45;12.0;3.0;8.0;8.0;0.0;17.0;2;2;0;3;7;0;0;0;0;0;0;0;35;14;48.0;1;0;0;5
Undergraduate;59481.0;47;178.0;3.0;85.0;71.0;66.0;58.0;2;3;3;8;2;0;0;0;0;0;0;0;39;13;461.0;1;1;0;14
Undergraduate;72117.0;34;707.0;20.0;171.0;65.0;60.0;50.0;1;9;7;9;5;0;0;0;0;0;0;0;37;15;1073.0;1;1;0;25
Undergraduate;21955.0;81;5.0;1.0;7.0;17.0;14.0;11.0;2;2;1;3;6;0;0;0;0;0;0;0;28;17;55.0;1;1;0;6
Undergraduate;67131.0;72;465.0;71.0;250.0;93.0;35.0;62.0;3;9;2;12;6;0;0;0;0;0;0;0;58;20;976.0;1;1;0;23
Graduate;36802.0;23;16.0;1.0;2.0;0.0;0.0;1.0;1;1;0;3;5;0;0;0;0;0;0;0;34;5;20.0;1;0;0;4
Undergraduate;71853.0;29;358.0;108.0;413.0;141.0;97.0;32.0;1;2;8;6;1;0;0;0;0;0;0;0;32;16;1149.0;0;1;0;16
Basic;28249.0;80;1.0;9.0;7.0;2.0;14.0;10.0;1;2;0;3;6;0;0;0;0;0;0;0;53;5;43.0;0;1;0;5
Graduate;47808.0;30;123.0;1.0;26.0;2.0;0.0;72.0;2;3;2;3;7;1;0;0;0;0;0;0;39;13;224.0;1;1;1;8
Graduate;25509.0;15;40.0;3.0;30.0;10.0;7.0;11.0;3;3;0;3;9;0;0;0;0;0;0;1;40;26;101.0;1;0;0;6
Graduate;51012.0;86;102.0;9.0;63.0;2.0;9.0;24.0;1;4;1;4;6;0;0;0;0;0;0;0;68;19;209.0;0;1;0;9
Undergraduate;70596.0;68;347.0;44.0;534.0;17.0;0.0;26.0;1;3;5;12;2;0;0;0;0;0;0;0;29;31;968.0;0;0;0;20
Graduate;85431.0;54;376.0;53.0;462.0;168.0;53.0;53.0;1;2;7;7;0;0;0;0;0;0;0;0;62;16;1165.0;0;1;0;16
Undergraduate;42664.0;44;21.0;0.0;3.0;0.0;0.0;0.0;1;1;0;3;6;0;0;0;0;0;0;0;47;8;24.0;1;1;0;4
Undergraduate;42586.0;7;194.0;2.0;56.0;0.0;0.0;0.0;5;4;1;6;8;0;0;0;0;0;0;1;59;25;252.0;2;1;0;11
Undergraduate;29760.0;87;64.0;4.0;68.0;7.0;5.0;17.0;4;3;1;4;8;0;0;0;0;0;0;0;29;27;165.0;1;0;0;8
Graduate;28973.0;59;206.0;0.0;46.0;3.0;2.0;12.0;2;5;1;5;8;0;0;0;0;0;0;0;37;26;269.0;0;1;0;11
Graduate;39435.0;16;71.0;0.0;18.0;0.0;0.0;13.0;1;3;1;2;7;0;0;0;0;0;0;0;41;18;102.0;1;1;0;6
Undergraduate;65370.0;1;71.0;22.0;112.0;138.0;89.0;29.0;1;2;3;13;1;0;0;0;0;0;0;0;30;23;461.0;0;1;0;18
Basic;20194.0;64;0.0;4.0;7.0;11.0;10.0;15.0;2;2;0;3;6;0;0;0;0;0;0;0;35;23;47.0;1;0;0;5
Graduate;42473.0;72;93.0;1.0;21.0;0.0;4.0;25.0;3;2;1;4;5;0;0;0;0;0;0;0;38;9;144.0;2;0;0;7
Undergraduate;64590.0;98;920.0;138.0;168.0;36.0;46.0;30.0;1;9;4;10;6;0;0;0;0;0;0;0;46;26;1338.0;0;1;0;23
Undergraduate;71232.0;91;653.0;17.0;170.0;34.0;26.0;17.0;2;11;2;10;7;0;0;0;0;0;0;0;55;12;917.0;1;1;0;23
Undergraduate;34600.0;8;199.0;33.0;60.0;8.0;3.0;15.0;5;5;2;5;8;0;0;0;0;0;0;1;43;23;318.0;2;1;0;12
Undergraduate;46904.0;20;153.0;4.0;56.0;0.0;9.0;31.0;4;5;1;4;8;0;0;0;0;0;0;0;47;33;253.0;2;0;0;10
Undergraduate;49094.0;6;376.0;0.0;38.0;11.0;8.0;69.0;5;6;3;6;6;0;0;0;0;0;0;0;41;26;502.0;1;1;0;15
Undergraduate;36075.0;54;46.0;0.0;30.0;12.0;1.0;30.0;1;2;0;4;6;0;0;0;0;0;0;0;31;15;119.0;1;1;0;6
Undergraduate;60839.0;72;600.0;21.0;128.0;223.0;150.0;128.0;13;2;2;12;8;0;0;0;0;0;0;0;35;27;1250.0;2;1;0;16
Undergraduate;77298.0;46;425.0;115.0;292.0;23.0;35.0;79.0;1;6;6;11;3;0;0;0;0;0;0;0;35;22;969.0;1;1;0;23
Undergraduate;34026.0;11;18.0;6.0;15.0;12.0;8.0;17.0;3;2;1;3;5;0;0;0;0;0;0;0;64;19;76.0;2;1;0;6
Graduate;48918.0;21;52.0;0.0;9.0;0.0;0.0;1.0;2;1;0;4;4;0;0;0;0;0;0;0;51;0;62.0;2;0;0;5
Undergraduate;82122.0;89;734.0;22.0;350.0;151.0;25.0;100.0;1;3;9;13;1;0;0;1;0;0;0;0;52;15;1382.0;0;1;1;25
Undergraduate;37697.0;82;34.0;6.0;21.0;11.0;4.0;8.0;1;2;1;3;6;0;0;0;0;0;0;0;38;5;84.0;1;0;0;6
Undergraduate;34074.0;69;135.0;1.0;41.0;10.0;1.0;67.0;5;3;3;3;6;1;0;0;0;0;0;0;62;17;255.0;2;1;1;9
Graduate;28520.0;55;11.0;0.0;10.0;0.0;2.0;20.0;1;1;1;2;6;0;0;0;0;0;0;0;54;18;43.0;2;1;0;4
Undergraduate;62535.0;13;163.0;48.0;90.0;0.0;45.0;52.0;1;3;2;8;3;0;0;0;0;0;0;0;59;21;398.0;1;0;0;13
Graduate;36273.0;80;29.0;3.0;30.0;3.0;2.0;9.0;2;3;0;3;6;0;0;0;0;0;0;0;37;7;76.0;1;0;0;6
Undergraduate;63404.0;97;734.0;26.0;70.0;11.0;44.0;17.0;2;6;3;4;4;0;0;0;1;0;0;0;50;6;902.0;2;1;1;13
Undergraduate;75774.0;27;340.0;21.0;134.0;258.0;14.0;56.0;1;7;5;8;4;0;0;0;0;0;0;0;33;10;823.0;1;1;0;20
Undergraduate;78416.0;99;453.0;38.0;279.0;188.0;38.0;183.0;2;7;7;10;3;0;0;0;0;0;0;0;38;5;1179.0;1;1;0;24
Undergraduate;75702.0;87;1073.0;0.0;629.0;145.0;37.0;37.0;1;10;5;13;6;0;0;1;0;0;0;0;40;26;1921.0;1;1;1;28
Graduate;59385.0;85;135.0;0.0;10.0;0.0;4.0;36.0;2;3;1;4;5;0;0;0;0;0;0;0;63;19;185.0;2;1;0;8
Undergraduate;37070.0;30;231.0;7.0;137.0;4.0;15.0;39.0;9;5;1;8;7;0;0;0;0;0;0;1;48;20;433.0;2;0;0;14
Undergraduate;44689.0;82;18.0;0.0;5.0;0.0;0.0;11.0;2;1;1;2;7;1;0;0;0;0;0;0;63;2;34.0;2;1;1;4
Undergraduate;53977.0;21;620.0;16.0;165.0;0.0;24.0;82.0;5;5;5;12;5;0;0;0;0;0;0;0;56;16;907.0;1;1;0;22
Graduate;7144.0;92;81.0;4.0;33.0;5.0;2.0;291.0;0;23;1;1;0;0;0;0;0;0;0;0;48;17;416.0;2;0;0;25
Undergraduate;18701.0;95;12.0;4.0;2.0;10.0;6.0;10.0;4;2;0;4;5;0;0;0;0;0;0;0;50;20;44.0;2;0;0;6
Undergraduate;90369.0;2;292.0;51.0;981.0;224.0;23.0;17.0;1;4;6;6;1;0;0;0;0;0;0;1;58;7;1588.0;0;1;0;16
Graduate;63159.0;74;965.0;34.0;586.0;89.0;86.0;37.0;1;3;5;8;3;1;0;0;0;0;0;0;40;31;1797.0;0;0;1;16
Undergraduate;37758.0;49;27.0;2.0;10.0;0.0;0.0;1.0;2;1;0;3;8;0;0;0;0;0;0;0;48;32;40.0;2;1;0;4
Graduate;46757.0;71;777.0;30.0;163.0;0.0;51.0;122.0;6;4;4;7;9;0;0;0;0;0;0;0;51;25;1143.0;1;0;0;15
Graduate;79734.0;72;572.0;8.0;232.0;23.0;62.0;17.0;1;4;3;6;1;0;0;0;1;0;0;0;45;5;914.0;0;1;1;13
Undergraduate;63207.0;68;438.0;169.0;565.0;91.0;169.0;70.0;1;2;3;6;7;0;0;0;1;0;0;0;22;22;1502.0;0;1;1;11
Undergraduate;72071.0;4;531.0;69.0;300.0;150.0;138.0;150.0;3;5;4;8;2;0;0;0;0;0;0;0;60;22;1338.0;1;0;0;17
Graduate;21840.0;80;17.0;0.0;9.0;0.0;0.0;1.0;1;1;0;3;9;0;0;0;0;0;0;0;31;16;27.0;1;1;0;4
Undergraduate;58582.0;15;402.0;35.0;106.0;101.0;77.0;42.0;2;9;2;9;5;0;1;0;0;0;0;0;32;14;763.0;1;1;1;20
Undergraduate;72282.0;70;503.0;27.0;419.0;90.0;139.0;153.0;1;5;7;9;7;0;0;0;0;0;0;1;63;16;1331.0;0;0;0;21
Undergraduate;50387.0;91;369.0;9.0;87.0;12.0;14.0;34.0;3;6;2;8;5;0;0;0;0;0;0;0;58;15;525.0;2;1;0;16
Graduate;32583.0;10;5.0;0.0;3.0;0.0;0.0;1.0;1;1;0;2;7;0;0;0;0;0;0;0;53;5;9.0;2;1;0;3
Undergraduate;62568.0;99;362.0;17.0;398.0;80.0;35.0;61.0;3;5;3;5;4;0;0;0;1;0;0;0;52;5;953.0;1;1;1;13
Graduate;44635.0;25;56.0;0.0;9.0;0.0;0.0;3.0;2;2;0;3;7;0;0;0;0;0;0;0;43;13;68.0;2;0;0;5
Graduate;33316.0;34;79.0;1.0;31.0;4.0;4.0;12.0;3;2;1;4;6;0;0;0;0;0;0;0;43;20;131.0;2;0;0;7
Undergraduate;63967.0;57;387.0;84.0;141.0;73.0;35.0;162.0;3;4;4;12;2;0;0;0;0;0;0;0;46;15;882.0;1;1;0;20
Undergraduate;52513.0;84;367.0;17.0;241.0;104.0;188.0;232.0;2;9;5;9;7;0;0;0;0;0;0;0;36;32;1149.0;0;1;0;23
Undergraduate;25293.0;51;15.0;0.0;11.0;0.0;2.0;9.0;1;1;1;2;8;0;0;0;0;0;0;0;45;14;37.0;1;1;0;4
Graduate;54111.0;97;267.0;6.0;54.0;8.0;3.0;50.0;2;5;2;6;5;0;0;0;0;0;0;0;49;15;388.0;1;0;0;13
Undergraduate;78394.0;13;298.0;27.0;697.0;216.0;24.0;166.0;1;4;6;5;2;0;0;0;0;0;0;1;28;21;1428.0;0;1;0;15
Graduate;80739.0;92;674.0;92.0;736.0;39.0;0.0;92.0;1;3;11;9;1;0;0;0;0;0;0;0;56;18;1633.0;0;1;0;23
Graduate;22669.0;30;16.0;14.0;36.0;37.0;22.0;48.0;3;4;1;2;9;0;0;0;0;0;0;1;39;18;173.0;1;1;0;7
Undergraduate;29236.0;30;37.0;4.0;24.0;16.0;9.0;9.0;2;4;0;3;9;0;0;0;0;0;0;0;27;16;99.0;1;0;0;7
Undergraduate;44911.0;11;159.0;0.0;22.0;2.0;1.0;31.0;3;4;1;4;7;0;0;0;0;0;0;0;55;21;215.0;1;1;0;9
Graduate;54693.0;72;686.0;17.0;142.0;23.0;26.0;35.0;8;6;4;13;6;0;0;0;0;0;0;0;52;21;929.0;1;1;0;23
Undergraduate;48186.0;39;97.0;3.0;66.0;12.0;7.0;34.0;3;4;1;4;7;0;0;0;0;0;0;0;40;8;219.0;1;1;0;9
Undergraduate;54809.0;0;63.0;6.0;57.0;13.0;13.0;22.0;4;2;1;5;4;0;0;0;0;0;0;1;37;13;174.0;2;1;0;8
Undergraduate;41580.0;15;56.0;5.0;24.0;4.0;0.0;3.0;3;2;1;3;5;0;0;0;0;0;0;0;36;26;92.0;2;1;0;6
Graduate;80336.0;12;209.0;19.0;456.0;160.0;142.0;66.0;1;2;9;13;1;0;0;0;0;0;0;0;44;15;1052.0;0;1;0;24
Undergraduate;47743.0;56;198.0;2.0;43.0;0.0;12.0;20.0;3;4;1;6;6;0;1;0;0;0;0;0;57;20;275.0;1;1;1;11
Undergraduate;62972.0;39;313.0;15.0;47.0;20.0;0.0;192.0;2;7;4;3;6;0;0;0;0;0;0;0;59;33;587.0;1;1;0;14
Graduate;57333.0;55;941.0;14.0;397.0;76.0;58.0;176.0;11;8;5;9;6;0;0;0;0;0;0;1;60;26;1662.0;1;0;0;22
Graduate;32313.0;60;86.0;4.0;56.0;2.0;4.0;7.0;3;4;0;4;9;0;0;0;0;0;0;0;32;13;159.0;1;1;0;8
Graduate;84953.0;73;167.0;48.0;602.0;63.0;72.0;72.0;1;3;10;4;2;0;1;1;1;0;0;1;61;21;1024.0;0;0;3;17
Graduate;27071.0;90;8.0;3.0;19.0;0.0;2.0;3.0;2;2;0;3;6;0;0;0;0;0;0;0;46;7;35.0;1;0;0;5
Graduate;68148.0;86;389.0;66.0;408.0;37.0;57.0;85.0;1;4;4;6;2;0;0;0;0;0;0;0;57;15;1042.0;0;1;0;14
Graduate;65735.0;37;239.0;7.0;119.0;4.0;15.0;11.0;5;6;2;6;7;0;0;0;0;0;0;0;49;17;395.0;2;1;0;14
Graduate;86836.0;7;179.0;21.0;273.0;0.0;21.0;63.0;1;6;10;6;5;1;0;1;1;0;0;1;39;24;557.0;0;1;3;22
Graduate;4023.0;29;5.0;0.0;1.0;1.0;1.0;1.0;15;0;0;0;19;0;0;0;0;0;0;0;51;5;9.0;2;1;0;0
Undergraduate;30093.0;19;2.0;6.0;28.0;13.0;4.0;16.0;1;2;0;3;7;0;0;0;0;0;0;0;24;16;69.0;0;1;0;5
Graduate;57705.0;14;383.0;0.0;53.0;6.0;4.0;40.0;3;8;1;6;6;0;0;0;0;0;0;0;48;1;486.0;1;1;0;15
Undergraduate;25008.0;72;2.0;8.0;8.0;6.0;1.0;9.0;2;1;0;3;8;0;0;0;0;0;0;0;26;10;34.0;1;0;0;4
Undergraduate;83257.0;56;536.0;27.0;590.0;38.0;107.0;67.0;1;5;10;12;6;1;0;1;0;0;1;1;19;26;1365.0;0;0;2;27
Undergraduate;22280.0;85;2.0;1.0;4.0;3.0;1.0;2.0;1;1;0;2;8;0;0;0;0;0;0;0;39;18;13.0;1;1;0;3
Graduate;72159.0;62;322.0;53.0;899.0;34.0;40.0;53.0;1;4;6;10;2;0;0;0;0;0;0;0;36;25;1401.0;0;1;0;20
Undergraduate;64260.0;1;539.0;169.0;816.0;20.0;0.0;30.0;1;4;5;4;3;0;0;0;0;0;0;1;53;13;1574.0;0;1;0;13
Graduate;82733.0;28;712.0;50.0;420.0;65.0;38.0;38.0;1;8;4;7;4;0;0;0;0;0;0;1;30;14;1323.0;0;0;0;19
Graduate;74290.0;70;1121.0;0.0;72.0;0.0;12.0;12.0;4;10;8;10;6;0;1;0;1;0;0;0;43;12;1217.0;1;0;2;28
Graduate;58217.0;84;68.0;1.0;13.0;3.0;5.0;13.0;1;2;0;4;6;0;0;0;0;0;0;0;63;24;103.0;3;0;0;6
Graduate;21024.0;89;36.0;4.0;18.0;6.0;2.0;18.0;1;2;0;4;7;0;0;0;0;0;0;0;38;20;84.0;0;1;0;6
Graduate;70116.0;73;707.0;44.0;603.0;95.0;58.0;29.0;1;2;8;12;1;0;0;0;0;0;0;0;42;22;1536.0;0;1;0;22
Undergraduate;54006.0;42;174.0;77.0;203.0;6.0;24.0;97.0;2;8;1;7;7;0;0;0;0;0;0;0;29;26;581.0;1;1;0;16
Graduate;69063.0;16;666.0;35.0;124.0;69.0;8.0;26.0;1;5;3;5;3;0;0;0;0;0;0;0;48;29;928.0;1;1;0;13
Undergraduate;11448.0;16;0.0;0.0;0.0;6.0;2.0;6.0;1;1;0;2;6;0;0;0;0;0;0;0;39;11;14.0;0;0;0;3
Undergraduate;61825.0;56;162.0;50.0;100.0;55.0;30.0;27.0;1;4;2;8;4;0;0;0;0;0;0;0;35;17;424.0;1;0;0;14
Undergraduate;70886.0;65;407.0;70.0;239.0;103.0;88.0;53.0;1;5;4;4;2;0;0;0;0;0;0;0;43;13;960.0;1;1;0;13
Undergraduate;69109.0;10;823.0;25.0;459.0;124.0;29.0;95.0;1;6;6;7;4;0;0;1;0;0;0;1;32;27;1555.0;0;1;1;19
Undergraduate;60208.0;13;488.0;23.0;71.0;15.0;0.0;59.0;11;8;3;7;7;0;1;0;0;0;0;1;41;29;656.0;2;0;1;18
Graduate;32889.0;78;28.0;0.0;13.0;4.0;2.0;8.0;3;2;1;3;5;0;0;0;0;0;0;0;46;18;55.0;2;1;0;6
Undergraduate;34738.0;51;3.0;2.0;10.0;3.0;0.0;2.0;1;1;0;3;6;0;0;0;0;0;0;0;30;1;20.0;1;0;0;4
Graduate;30538.0;27;284.0;0.0;52.0;8.0;3.0;20.0;4;9;0;4;10;0;0;0;0;0;0;0;43;35;367.0;1;1;0;13
Undergraduate;82326.0;30;938.0;142.0;754.0;159.0;81.0;183.0;1;5;10;6;2;0;1;1;1;0;0;1;37;2;2257.0;0;1;3;21
Graduate;26642.0;71;13.0;2.0;15.0;2.0;2.0;8.0;2;2;0;3;6;0;0;0;0;0;0;0;47;11;42.0;1;0;0;5
Undergraduate;69932.0;97;412.0;172.0;153.0;150.0;105.0;57.0;2;7;6;11;4;0;0;0;0;0;0;0;50;12;1049.0;1;0;0;24
Undergraduate;44503.0;83;31.0;1.0;8.0;0.0;0.0;8.0;2;2;0;3;6;0;0;0;0;0;0;0;42;7;48.0;2;0;0;5
Graduate;60200.0;3;502.0;19.0;132.0;0.0;6.0;26.0;6;6;2;11;6;0;0;0;0;0;0;0;66;22;685.0;1;0;0;19
Undergraduate;49638.0;71;18.0;10.0;3.0;3.0;5.0;0.0;1;1;0;3;2;0;0;0;0;0;0;0;62;7;39.0;1;0;0;4
Undergraduate;23830.0;3;1.0;8.0;6.0;4.0;8.0;16.0;1;1;0;3;7;0;0;0;0;0;0;0;27;5;43.0;0;0;0;4
Graduate;33051.0;15;100.0;71.0;243.0;108.0;94.0;219.0;3;9;1;8;9;0;0;0;0;0;0;1;55;28;835.0;0;0;0;18
Undergraduate;72905.0;52;407.0;114.0;445.0;181.0;165.0;203.0;1;3;7;9;1;0;0;0;1;0;0;0;56;10;1515.0;0;1;1;19
Graduate;69702.0;8;664.0;9.0;240.0;50.0;19.0;57.0;2;7;7;10;4;0;0;0;0;0;0;0;63;21;1039.0;1;1;0;24
Undergraduate;70300.0;89;1045.0;61.0;338.0;60.0;46.0;46.0;3;5;5;13;8;0;0;0;0;0;0;0;39;16;1596.0;1;0;0;23
Graduate;70643.0;66;1218.0;107.0;304.0;23.0;143.0;33.0;1;5;8;4;6;0;0;0;0;0;0;1;30;26;1828.0;0;1;0;17
Graduate;30396.0;22;15.0;0.0;6.0;0.0;1.0;12.0;2;1;1;2;7;1;0;0;0;0;0;1;45;7;34.0;1;1;1;4
